shipment_id,origin_city,destination_city,mode,carrier,departure_timestamp,arrival_timestamp,priority,temp_controlled,damage_flag,weight_kg,cube_m3,delay_hours,on_time,freight_cost,surcharge,total_cost,notes
SHP0032525,Seattle,Phoenix,Ground,NorthStar,2024-03-07 16:00:00,2024-03-11 14:48:00,Standard,No,No,336.9,3.48,11.8,No,291.42,73.62,365.04,temperature dock weather priority weather dock handoff priority temperature weather reroute
SHP0009914,Seattle,Denver,Rail,SwiftRoute,2024-12-16 04:00:00,2024-12-17 20:00:00,Expedited,No,No,915.5,2.02,29.0,No,1565.0,49.79,1614.79,handoff dock temperature temperature temperature reroute priority priority dock priority priority
SHP0008250,Seattle,Phoenix,Rail,NorthStar,2024-04-21 20:00:00,2024-04-26 00:48:00,Standard,No,No,601.2,3.95,17.8,No,545.94,112.43,658.37,customs temperature handoff priority handoff damaged temperature priority temperature temperature
SHP0009033,Dallas,Phoenix,Air,BlueLine,2024-01-03 01:00:00,2024-01-06 03:30:00,Expedited,No,No,1664.9,5.07,17.5,No,2819.58,67.65,2887.23,weather handoff customs dock customs customs inspection handoff handoff priority reroute
SHP0031181,Atlanta,Denver,Ground,BlueLine,2024-12-18 21:00:00,2024-12-21 21:00:00,Expedited,No,No,1003.3,8.53,0.0,Yes,928.8,36.44,965.24,priority reroute handoff inspection reroute handoff reroute dock dock weather customs priority
SHP0008659,Newark,Denver,Ground,SwiftRoute,2024-10-15 14:00:00,2024-10-20 14:48:00,Standard,No,No,1269.5,4.84,0.8,Yes,1205.43,90.51,1295.94,reroute inspection customs reroute inspection weather
SHP0029667,Atlanta,Denver,Ground,Atlas,2024-02-23 19:00:00,2024-03-02 06:00:00,Standard,Yes,No,428.1,4.05,0.0,Yes,295.77,35.75,331.52,priority dock customs handoff damaged weather temperature temperature inspection temperature inspection inspection
SHP0008694,Los Angeles,Portland,Ground,NorthStar,2024-11-21 04:00:00,2024-11-21 23:12:00,Standard,No,No,1819.7,4.98,3.2,No,2090.03,78.77,2168.8,dock inspection reroute dock handoff inspection handoff priority temperature damaged dock inspection
SHP0028387,Dallas,Phoenix,Ocean,BlueLine,2024-03-17 23:00:00,2024-03-22 16:36:00,Standard,No,No,584.0,6.51,15.6,No,1117.75,52.57,1170.32,damaged reroute dock temperature handoff temperature damaged
SHP0024577,Los Angeles,Nashville,Ground,NorthStar,2024-07-02 04:00:00,2024-07-08 14:18:00,Expedited,No,No,935.7,5.93,19.3,No,1774.51,25.72,1800.23,customs reroute dock weather handoff priority reroute reroute temperature customs
SHP0013525,Atlanta,Portland,Ground,BlueLine,2024-07-13 19:00:00,2024-07-18 14:06:00,Standard,No,No,991.1,4.45,12.1,No,1486.22,57.4,1543.62,damaged reroute damaged customs handoff handoff reroute damaged handoff damaged priority
SHP0026296,Seattle,Miami,Air,SwiftRoute,2024-01-10 13:00:00,2024-01-15 06:18:00,Critical,No,No,1506.9,1.83,1.3,Yes,724.22,364.06,1088.28,weather reroute customs customs reroute
SHP0008487,Seattle,Boston,Ocean,Atlas,2024-10-31 09:00:00,2024-11-02 19:48:00,Critical,No,No,1952.1,3.06,13.8,No,1718.49,331.47,2049.96,damaged reroute customs reroute damaged handoff priority reroute weather reroute reroute
SHP0030868,Los Angeles,Portland,Ocean,SwiftRoute,2024-12-25 09:00:00,2024-12-28 08:00:00,Expedited,No,No,614.9,4.69,0.0,Yes,713.84,13.56,727.4,priority temperature customs dock reroute customs handoff weather temperature reroute
SHP0009701,Atlanta,Miami,Ground,Atlas,2024-04-04 09:00:00,2024-04-07 18:36:00,Standard,No,No,1758.0,3.16,14.6,No,925.57,54.87,980.44,reroute reroute weather temperature temperature damaged reroute priority customs reroute
SHP0012854,Atlanta,Portland,Air,BlueLine,2024-07-30 02:00:00,2024-08-01 05:00:00,Standard,No,No,1816.2,4.49,0.0,Yes,3121.69,45.03,3166.72,dock reroute damaged damaged reroute weather
SHP0008452,Seattle,Miami,Ocean,NorthStar,2024-02-06 18:00:00,2024-02-11 21:00:00,Standard,No,No,1818.5,6.02,0.0,Yes,3177.55,101.11,3278.66,damaged temperature customs reroute damaged handoff dock weather
SHP0018735,Atlanta,Miami,Ground,Mercury,2024-05-02 00:00:00,2024-05-09 05:30:00,Standard,Yes,No,754.5,4.32,6.5,No,1101.45,47.49,1148.94,damaged priority temperature temperature damaged
SHP0027060,Newark,Portland,Ocean,NorthStar,2024-11-28 06:00:00,2024-12-01 13:00:00,Expedited,No,No,752.0,4.33,0.0,Yes,805.46,36.44,841.9,priority reroute damaged customs inspection damaged weather
SHP0019261,Chicago,Miami,Ground,Mercury,2024-12-30 02:00:00,2024-12-31 02:48:00,Standard,No,No,546.0,5.41,11.8,No,993.57,65.6,1059.17,priority inspection damaged weather customs weather handoff customs
SHP0018242,Los Angeles,Miami,Ground,SwiftRoute,2024-01-08 01:00:00,2024-01-11 18:00:00,Expedited,No,No,1103.1,1.33,0.0,Yes,934.69,50.46,985.15,priority handoff dock priority temperature reroute dock
SHP0017684,Dallas,Portland,Rail,BlueLine,2024-06-30 14:00:00,2024-07-01 23:36:00,Standard,No,No,852.2,5.87,6.6,No,1173.18,95.85,1269.03,dock damaged weather priority handoff weather dock dock priority damaged inspection
SHP0009635,Atlanta,Miami,Air,Atlas,2024-08-04 16:00:00,2024-08-09 12:00:00,Standard,No,No,825.4,4.6,0.0,Yes,811.28,118.44,929.72,weather weather inspection dock handoff reroute dock handoff reroute
SHP0031312,Dallas,Portland,Rail,Atlas,2024-02-29 10:00:00,2024-02-29 22:00:00,Standard,No,No,1151.1,10.53,0.0,Yes,1918.72,70.25,1988.97,dock reroute handoff handoff customs
SHP0014203,Los Angeles,Portland,Ground,NorthStar,2024-02-22 13:00:00,2024-02-28 07:48:00,Standard,No,No,420.2,6.82,6.8,No,863.66,50.84,914.5,priority handoff handoff reroute priority reroute handoff weather customs
SHP0022763,Los Angeles,Miami,Air,Atlas,2024-04-01 01:00:00,2024-04-04 17:00:00,Standard,No,No,656.1,5.95,0.0,Yes,558.43,6.64,565.07,inspection handoff dock inspection damaged customs
SHP0009873,Newark,Phoenix,Ground,SwiftRoute,2024-04-29 11:00:00,2024-04-30 08:00:00,Standard,No,No,705.7,4.04,0.0,Yes,1259.62,19.79,1279.41,customs priority priority customs inspection customs reroute
SHP0031956,Atlanta,Nashville,Ground,NorthStar,2024-04-20 02:00:00,2024-04-20 18:00:00,Standard,No,No,1758.7,2.32,0.0,Yes,1120.32,66.0,1186.32,priority damaged handoff priority handoff priority
SHP0008375,Newark,Denver,Ground,NorthStar,2024-03-11 20:00:00,2024-03-13 05:00:00,Standard,No,No,354.7,4.58,0.0,Yes,639.87,119.79,759.66,handoff temperature weather handoff customs priority dock damaged customs temperature damaged
SHP0015873,Chicago,Portland,Rail,Atlas,2024-10-18 04:00:00,2024-10-21 16:00:00,Expedited,No,No,981.3,4.74,0.0,Yes,1543.69,95.28,1638.97,weather temperature reroute handoff priority priority
SHP0034508,Newark,Phoenix,Ocean,NorthStar,2024-11-26 05:00:00,2024-12-02 17:00:00,Expedited,No,No,643.5,1.66,15.0,No,322.35,55.04,377.39,weather weather inspection inspection temperature damaged reroute priority
SHP0009080,Atlanta,Miami,Rail,NorthStar,2024-11-05 09:00:00,2024-11-07 11:36:00,Standard,No,No,1670.2,4.52,28.6,No,1879.43,59.91,1939.34,damaged dock weather reroute customs handoff damaged weather customs inspection inspection damaged
SHP0016609,Chicago,Nashville,Ground,NorthStar,2024-08-24 13:00:00,2024-08-29 05:36:00,Expedited,No,No,1315.5,3.73,18.6,No,1447.09,5.93,1453.02,weather dock handoff dock damaged reroute weather
SHP0039561,Los Angeles,Portland,Rail,BlueLine,2024-07-04 23:00:00,2024-07-12 11:24:00,Critical,No,No,546.4,1.22,8.4,No,786.23,319.23,1105.46,dock reroute handoff reroute dock dock priority handoff inspection damaged damaged temperature
SHP0022362,Chicago,Phoenix,Ground,Atlas,2024-03-22 00:00:00,2024-03-26 18:12:00,Standard,No,No,1153.4,2.87,1.2,Yes,1033.02,42.55,1075.57,temperature weather customs customs reroute inspection damaged customs damaged customs handoff dock
SHP0036035,Seattle,Boston,Ground,NorthStar,2024-11-11 00:00:00,2024-11-15 23:00:00,Standard,No,No,1104.2,8.89,21.0,No,668.54,91.33,759.87,temperature inspection handoff weather inspection reroute
SHP0017205,Los Angeles,Phoenix,Air,NorthStar,2024-05-25 06:00:00,2024-06-02 00:24:00,Standard,No,No,1789.4,4.81,27.4,No,1055.58,14.7,1070.28,temperature temperature damaged inspection inspection
SHP0025434,Newark,Denver,Ground,Atlas,2024-11-28 22:00:00,2024-12-03 19:00:00,Standard,No,No,651.1,7.12,0.0,Yes,897.55,65.3,962.85,priority weather weather reroute dock priority reroute priority reroute reroute
SHP0025610,Dallas,Portland,Air,SwiftRoute,2024-09-12 02:00:00,2024-09-16 18:00:00,Standard,No,No,1092.6,2.23,19.0,No,1209.72,42.3,1252.02,priority inspection damaged customs customs reroute priority customs damaged inspection handoff
SHP0009528,Newark,Denver,Ground,NorthStar,2024-09-05 06:00:00,2024-09-06 15:54:00,Expedited,No,No,971.9,2.88,13.9,No,893.7,93.96,987.66,inspection damaged damaged customs customs weather customs
SHP0008804,Dallas,Portland,Ground,NorthStar,2024-03-01 12:00:00,2024-03-02 07:00:00,Standard,No,No,803.6,2.9,0.0,Yes,1006.43,79.61,1086.04,handoff dock damaged dock weather weather reroute damaged reroute inspection handoff temperature
SHP0018534,Seattle,Boston,Air,Mercury,2024-07-23 13:00:00,2024-07-29 16:00:00,Standard,No,No,1347.0,0.44,0.0,Yes,2142.54,1.37,2143.91,damaged weather reroute temperature dock dock dock priority customs damaged
SHP0038909,Atlanta,Portland,Ground,Mercury,2024-01-23 12:00:00,2024-01-24 22:00:00,Standard,No,No,710.5,3.76,8.0,No,881.18,58.99,940.17,priority weather priority customs inspection reroute priority temperature temperature dock temperature
SHP0009411,Los Angeles,Phoenix,Air,NorthStar,2024-02-28 10:00:00,2024-03-05 20:12:00,Standard,No,No,1189.9,0.91,3.2,No,1036.68,116.13,1152.81,reroute handoff handoff inspection customs handoff customs weather weather
SHP0014124,Atlanta,Denver,Ground,Atlas,2024-06-07 19:00:00,2024-06-14 23:00:00,Standard,No,No,1120.1,2.51,0.0,Yes,532.56,63.13,595.69,temperature priority damaged damaged dock
SHP0028294,Los Angeles,Boston,Rail,SwiftRoute,2024-07-25 02:00:00,2024-07-26 23:42:00,Standard,No,No,781.4,5.79,20.7,No,1389.9,38.58,1428.48,reroute customs damaged inspection dock weather
SHP0016621,Atlanta,Boston,Air,SwiftRoute,2024-07-23 09:00:00,2024-07-30 10:24:00,Standard,No,No,1335.7,4.18,4.4,No,1615.93,27.39,1643.32,temperature weather customs handoff priority handoff customs
SHP0032266,Los Angeles,Boston,Ground,SwiftRoute,2024-09-29 20:00:00,2024-10-06 03:00:00,Standard,No,No,847.4,5.96,0.0,Yes,476.84,20.6,497.44,reroute inspection weather handoff temperature
SHP0036656,Atlanta,Phoenix,Ocean,Atlas,2024-10-22 06:00:00,2024-10-25 21:00:00,Standard,No,No,1017.1,1.34,0.0,Yes,915.26,83.13,998.39,handoff temperature inspection dock weather inspection dock handoff reroute
SHP0039176,Dallas,Denver,Air,Mercury,2024-03-04 12:00:00,2024-03-10 06:12:00,Standard,No,No,563.1,5.11,5.2,No,558.82,94.89,653.71,reroute handoff inspection customs temperature
SHP0029023,Los Angeles,Portland,Ground,Atlas,2024-06-05 10:00:00,2024-06-12 16:24:00,Expedited,No,No,1254.2,2.02,4.4,No,1142.96,48.13,1191.09,priority temperature weather inspection damaged handoff temperature dock damaged priority handoff
SHP0009956,Chicago,Denver,Ground,BlueLine,2024-08-07 22:00:00,2024-08-10 14:24:00,Standard,No,No,536.0,1.61,5.4,No,268.74,49.42,318.16,reroute handoff reroute priority damaged inspection reroute
SHP0034533,Chicago,Portland,Ground,NorthStar,2024-06-18 10:00:00,2024-06-20 14:54:00,Expedited,Yes,No,1413.7,3.08,10.9,No,1183.36,3.31,1186.67,priority dock damaged handoff temperature inspection dock dock
SHP0035679,Newark,Nashville,Air,Atlas,2024-01-18 15:00:00,2024-01-23 17:00:00,Standard,No,No,1868.1,0.87,0.0,Yes,2198.37,27.27,2225.64,dock customs weather customs customs temperature priority priority temperature damaged customs damaged
SHP0028097,Newark,Nashville,Ocean,BlueLine,2024-11-12 09:00:00,2024-11-17 20:18:00,Standard,No,No,1022.5,5.69,34.3,No,1577.05,17.33,1594.38,customs dock priority weather handoff damaged damaged damaged handoff temperature priority
SHP0030057,Chicago,Miami,Ground,SwiftRoute,2024-12-25 01:00:00,2024-12-31 15:54:00,Standard,No,No,178.9,1.32,10.9,No,259.15,38.18,297.33,weather reroute dock inspection reroute
SHP0028459,Dallas,Portland,Ocean,BlueLine,2024-06-17 10:00:00,2024-06-20 19:30:00,Standard,No,No,964.0,3.81,6.5,No,1568.8,0.46,1569.26,priority temperature temperature inspection inspection dock damaged
SHP0011301,Dallas,Phoenix,Rail,BlueLine,2024-02-08 04:00:00,2024-02-09 14:00:00,Expedited,Yes,No,303.3,4.81,1.0,Yes,438.39,2.16,440.55,dock damaged temperature reroute temperature reroute customs reroute priority reroute
SHP0009361,Atlanta,Miami,Ground,Atlas,2024-12-20 07:00:00,2024-12-23 00:00:00,Critical,No,No,1014.4,11.66,0.0,Yes,1022.34,138.51,1160.85,weather temperature damaged dock damaged inspection temperature weather
SHP0008303,Atlanta,Miami,Ocean,BlueLine,2024-06-13 08:00:00,2024-06-17 13:00:00,Standard,No,No,514.9,7.63,20.0,No,358.32,101.28,459.6,inspection priority weather inspection dock handoff customs customs handoff
SHP0032633,Newark,Denver,Ground,Atlas,2024-04-03 21:00:00,2024-04-06 22:48:00,Standard,No,No,1312.7,4.84,16.8,No,1764.51,13.7,1778.21,priority reroute damaged dock inspection priority temperature weather inspection
SHP0035757,Chicago,Nashville,Ground,Mercury,2024-06-07 17:00:00,2024-06-14 03:00:00,Standard,No,No,412.6,6.17,0.0,Yes,436.46,52.56,489.02,handoff temperature weather weather temperature handoff inspection
SHP0024140,Dallas,Miami,Ground,BlueLine,2024-04-18 13:00:00,2024-04-19 13:54:00,Standard,No,No,1103.2,6.93,2.9,No,755.96,112.33,868.29,damaged reroute priority handoff weather customs handoff handoff handoff inspection inspection
SHP0011719,Seattle,Portland,Air,Mercury,2024-06-18 04:00:00,2024-06-23 12:00:00,Standard,No,No,860.4,2.71,11.0,No,1325.97,13.62,1339.59,priority weather customs temperature priority priority damaged handoff
SHP0033760,Seattle,Nashville,Ground,Atlas,2024-10-08 06:00:00,2024-10-13 02:00:00,Expedited,No,No,907.0,3.58,0.0,Yes,814.16,116.37,930.53,temperature priority dock handoff weather reroute reroute customs temperature inspection handoff handoff
SHP0034765,Seattle,Boston,Ocean,Atlas,2024-01-01 15:00:00,2024-01-02 23:42:00,Standard,No,No,792.6,1.48,23.7,No,798.96,44.73,843.69,dock damaged handoff reroute reroute handoff inspection
SHP0028599,Dallas,Phoenix,Ground,Mercury,2024-08-30 05:00:00,2024-09-02 08:48:00,Expedited,No,No,1426.5,4.83,11.8,No,2265.57,65.47,2331.04,temperature temperature priority priority damaged inspection reroute handoff handoff customs
SHP0008432,Atlanta,Miami,Ocean,BlueLine,2024-09-12 11:00:00,2024-09-13 08:00:00,Standard,No,No,1220.2,9.18,0.0,Yes,1248.51,92.15,1340.66,reroute priority inspection inspection temperature customs priority priority temperature
SHP0019209,Newark,Portland,Ground,Mercury,2024-11-07 07:00:00,2024-11-12 10:00:00,Standard,No,No,812.1,3.34,0.0,Yes,720.42,5.02,725.44,inspection priority handoff customs damaged reroute
SHP0020888,Seattle,Denver,Rail,Mercury,2024-04-09 10:00:00,2024-04-11 15:12:00,Standard,No,No,989.6,1.68,0.2,Yes,1292.54,39.39,1331.93,weather customs reroute dock handoff inspection weather weather
SHP0009199,Seattle,Miami,Ground,BlueLine,2024-08-24 08:00:00,2024-08-28 18:12:00,Critical,No,No,507.1,2.63,4.2,No,357.05,118.33,475.38,dock priority inspection priority weather inspection damaged temperature handoff weather temperature dock
SHP0009726,Newark,Nashville,Ground,BlueLine,2024-05-22 18:00:00,2024-05-25 03:30:00,Standard,No,Yes,811.4,1.92,20.5,No,803.54,55.83,859.37,inspection weather reroute reroute handoff priority damaged priority inspection priority customs temperature
SHP0016248,Atlanta,Denver,Rail,BlueLine,2024-05-07 09:00:00,2024-05-08 15:18:00,Standard,No,No,485.7,6.06,22.3,No,794.94,26.13,821.07,inspection temperature weather dock handoff dock inspection inspection priority priority damaged damaged
SHP0034785,Chicago,Boston,Ground,NorthStar,2024-12-10 21:00:00,2024-12-12 15:06:00,Standard,No,No,438.6,3.55,8.1,No,463.34,1.56,464.9,damaged inspection handoff inspection dock inspection temperature temperature weather temperature
SHP0026780,Chicago,Nashville,Ocean,Mercury,2024-10-18 02:00:00,2024-10-20 13:24:00,Standard,No,No,907.9,1.69,6.4,No,453.61,7.19,460.8,temperature inspection reroute temperature handoff dock damaged handoff priority temperature customs
SHP0010475,Los Angeles,Portland,Ground,BlueLine,2024-10-09 07:00:00,2024-10-12 11:00:00,Critical,No,No,1114.5,3.66,0.0,Yes,1476.46,120.48,1596.94,weather damaged handoff inspection damaged reroute customs temperature handoff reroute inspection
SHP0025963,Dallas,Boston,Ground,SwiftRoute,2024-10-11 19:00:00,2024-10-17 06:00:00,Standard,No,Yes,380.9,6.94,0.0,Yes,700.09,118.76,818.85,inspection customs priority inspection customs reroute damaged dock handoff
SHP0008905,Dallas,Boston,Rail,Mercury,2024-10-14 08:00:00,2024-10-20 22:00:00,Standard,No,No,2850.3,4.03,0.0,Yes,2150.54,107.16,2257.7,inspection handoff damaged customs weather
SHP0038537,Newark,Portland,Ground,SwiftRoute,2024-11-17 14:00:00,2024-11-20 22:06:00,Standard,No,No,325.0,3.73,11.1,No,545.64,80.17,625.81,priority handoff temperature customs handoff
SHP0013073,Dallas,Nashville,Ocean,BlueLine,2024-02-21 08:00:00,2024-02-26 23:00:00,Standard,No,No,1378.8,6.59,0.0,Yes,2025.5,83.18,2108.68,reroute dock dock priority reroute
SHP0024347,Los Angeles,Boston,Air,Atlas,2024-12-03 12:00:00,2024-12-04 12:00:00,Critical,Yes,No,591.0,4.05,0.0,Yes,428.54,349.69,778.23,priority reroute priority damaged weather handoff reroute customs priority
SHP0013717,Atlanta,Portland,Rail,SwiftRoute,2024-03-29 00:00:00,2024-04-03 07:00:00,Standard,No,No,369.9,3.15,0.0,Yes,593.95,40.71,634.66,customs priority customs handoff customs temperature reroute handoff handoff inspection
SHP0017395,Chicago,Phoenix,Ground,Mercury,2024-05-19 15:00:00,2024-05-23 17:00:00,Standard,No,No,835.4,8.71,0.0,Yes,920.13,58.98,979.11,inspection inspection temperature priority temperature temperature customs inspection temperature
SHP0030634,Atlanta,Miami,Ground,NorthStar,2024-05-20 19:00:00,2024-05-26 18:48:00,Standard,No,No,520.5,4.06,7.8,No,558.01,72.98,630.99,damaged dock reroute priority reroute weather temperature damaged dock
SHP0018793,Seattle,Phoenix,Ground,Mercury,2024-03-09 08:00:00,2024-03-09 20:00:00,Standard,No,No,1237.2,5.91,4.0,No,1838.67,83.68,1922.35,inspection handoff customs damaged handoff inspection damaged
SHP0029062,Chicago,Denver,Ground,SwiftRoute,2024-12-20 15:00:00,2024-12-23 14:00:00,Standard,No,No,1750.1,3.54,0.0,Yes,2324.15,121.23,2445.38,customs inspection weather inspection weather reroute
SHP0031576,Los Angeles,Denver,Ground,NorthStar,2024-08-27 19:00:00,2024-09-01 01:18:00,Standard,Yes,No,1248.6,4.32,13.3,No,1597.01,35.77,1632.78,reroute handoff temperature inspection inspection
SHP0037064,Los Angeles,Portland,Ground,Mercury,2024-02-25 19:00:00,2024-03-01 18:00:00,Standard,No,No,1186.8,4.5,0.0,Yes,550.76,87.32,638.08,priority priority temperature damaged handoff damaged weather temperature handoff priority
SHP0008609,Chicago,Portland,Ground,Atlas,2024-07-13 02:00:00,2024-07-16 04:30:00,Critical,No,No,584.2,10.61,2.5,No,819.96,445.13,1265.09,temperature priority inspection dock priority priority inspection handoff damaged temperature
SHP0022038,Seattle,Portland,Ocean,SwiftRoute,2024-08-05 08:00:00,2024-08-10 01:06:00,Standard,Yes,No,764.2,1.88,10.1,No,950.94,59.98,1010.92,inspection temperature temperature priority customs reroute weather dock handoff
SHP0008714,Chicago,Boston,Rail,NorthStar,2024-03-03 10:00:00,2024-03-07 00:00:00,Expedited,No,No,501.2,1.9,0.0,Yes,878.03,113.27,991.3,weather weather weather damaged damaged
SHP0015844,Newark,Portland,Ocean,NorthStar,2024-07-11 05:00:00,2024-07-14 16:06:00,Expedited,No,No,880.8,1.77,19.1,No,1400.81,52.68,1453.49,handoff inspection reroute weather temperature handoff temperature
SHP0008791,Los Angeles,Denver,Ground,Mercury,2024-01-09 14:00:00,2024-01-12 21:30:00,Expedited,No,No,1792.6,4.94,12.5,No,2989.38,63.27,3052.65,customs temperature inspection inspection priority dock priority damaged reroute handoff weather
SHP0009147,Los Angeles,Boston,Air,SwiftRoute,2024-04-14 07:00:00,2024-04-21 16:00:00,Standard,No,No,428.7,7.42,0.0,Yes,700.95,122.07,823.02,damaged weather weather customs priority customs damaged
SHP0016429,Dallas,Miami,Ground,Mercury,2024-07-16 23:00:00,2024-07-21 10:00:00,Standard,No,No,1692.2,3.2,0.0,Yes,2711.18,104.8,2815.98,damaged damaged temperature handoff reroute priority reroute
SHP0033287,Dallas,Miami,Ground,Atlas,2024-07-22 14:00:00,2024-07-29 09:36:00,Standard,No,No,1429.0,1.99,41.6,No,1892.61,20.72,1913.33,reroute customs temperature reroute temperature weather customs inspection
SHP0019005,Los Angeles,Nashville,Rail,SwiftRoute,2024-07-05 15:00:00,2024-07-09 06:06:00,Standard,No,Yes,1204.5,10.24,8.1,No,1801.02,52.97,1853.99,temperature temperature reroute priority priority reroute damaged reroute dock customs inspection temperature
SHP0035739,Dallas,Nashville,Ground,SwiftRoute,2024-02-13 14:00:00,2024-02-17 15:24:00,Standard,Yes,No,304.1,4.02,16.4,No,447.36,55.49,502.85,damaged inspection inspection inspection weather weather weather priority dock handoff handoff dock
SHP0010481,Dallas,Denver,Ground,Mercury,2024-03-04 00:00:00,2024-03-06 11:30:00,Critical,No,No,523.2,2.24,10.5,No,367.75,374.24,741.99,priority damaged priority handoff temperature temperature priority temperature temperature handoff inspection
SHP0025063,Los Angeles,Phoenix,Ground,BlueLine,2024-09-10 06:00:00,2024-09-13 16:54:00,Critical,No,Yes,260.5,5.93,7.9,No,307.86,230.69,538.55,temperature dock damaged damaged customs inspection weather inspection weather damaged
SHP0016912,Newark,Miami,Ground,NorthStar,2024-11-27 04:00:00,2024-12-04 06:48:00,Standard,No,No,1069.5,6.31,34.8,No,1341.2,20.25,1361.45,damaged temperature weather damaged priority temperature inspection inspection customs customs handoff
SHP0009647,Dallas,Phoenix,Ground,NorthStar,2024-02-09 02:00:00,2024-02-13 16:54:00,Standard,No,Yes,1156.7,8.83,22.9,No,1057.15,46.34,1103.49,temperature reroute priority customs customs dock
SHP0020414,Chicago,Nashville,Ground,Mercury,2024-05-15 20:00:00,2024-05-18 05:00:00,Standard,No,No,1102.2,1.12,0.0,Yes,1089.4,101.7,1191.1,inspection weather reroute inspection handoff weather damaged temperature priority weather
SHP0008352,Dallas,Denver,Ground,Mercury,2024-03-17 16:00:00,2024-03-19 11:48:00,Standard,Yes,No,1491.9,5.78,15.8,No,981.7,70.27,1051.97,reroute damaged damaged handoff priority dock inspection reroute dock weather temperature reroute
SHP0009245,Dallas,Denver,Ground,Mercury,2024-06-22 07:00:00,2024-06-24 17:00:00,Standard,No,No,608.4,0.54,0.0,Yes,614.13,43.94,658.07,dock reroute weather customs dock reroute priority
SHP0033254,Los Angeles,Portland,Ground,Atlas,2024-07-28 17:00:00,2024-08-01 00:48:00,Expedited,Yes,No,612.8,4.98,11.8,No,701.09,94.02,795.11,priority weather customs weather damaged weather damaged temperature temperature temperature priority priority
SHP0029554,Chicago,Portland,Ocean,Atlas,2024-07-12 09:00:00,2024-07-16 21:00:00,Expedited,No,No,989.4,10.68,0.0,Yes,1513.84,113.24,1627.08,temperature priority dock dock temperature inspection
SHP0009846,Chicago,Phoenix,Ground,SwiftRoute,2024-01-28 08:00:00,2024-01-29 11:00:00,Standard,No,No,1546.4,9.91,1.0,Yes,2620.39,7.76,2628.15,reroute reroute reroute priority priority customs damaged reroute damaged handoff handoff
SHP0027275,Dallas,Nashville,Ground,BlueLine,2024-02-21 16:00:00,2024-03-01 04:24:00,Expedited,Yes,No,897.3,2.9,25.4,No,1018.59,72.96,1091.55,customs handoff temperature customs customs handoff inspection customs
SHP0009048,Los Angeles,Denver,Ground,BlueLine,2024-10-11 02:00:00,2024-10-17 08:42:00,Standard,No,No,1394.8,5.83,7.7,No,2265.16,42.27,2307.43,priority handoff inspection inspection priority inspection customs dock
SHP0017131,Los Angeles,Portland,Rail,SwiftRoute,2024-05-14 02:00:00,2024-05-19 21:18:00,Standard,No,No,1181.8,4.13,11.3,No,1310.47,89.02,1399.49,damaged inspection customs handoff handoff inspection customs damaged
SHP0009991,Newark,Phoenix,Ocean,SwiftRoute,2024-01-03 23:00:00,2024-01-11 13:18:00,Standard,No,No,768.2,2.94,9.3,No,951.2,8.4,959.6,customs temperature damaged priority priority inspection customs temperature
SHP0016851,Los Angeles,Denver,Ground,BlueLine,2024-06-26 15:00:00,2024-07-03 14:00:00,Standard,No,No,1248.0,1.93,0.0,Yes,1382.09,51.29,1433.38,dock priority damaged temperature priority priority weather dock priority handoff
SHP0012717,Dallas,Denver,Ground,SwiftRoute,2024-11-11 04:00:00,2024-11-11 22:24:00,Standard,No,No,637.6,2.44,1.4,Yes,459.7,24.28,483.98,inspection weather dock inspection damaged damaged inspection dock
SHP0019185,Seattle,Miami,Ocean,Mercury,2024-02-16 20:00:00,2024-02-19 13:00:00,Expedited,No,No,724.9,4.9,0.0,Yes,1064.23,34.48,1098.71,priority temperature temperature handoff damaged damaged dock weather dock dock dock
SHP0025320,Chicago,Phoenix,Ocean,BlueLine,2024-09-12 09:00:00,2024-09-13 15:24:00,Expedited,No,No,496.0,1.43,1.4,Yes,302.36,113.78,416.14,temperature dock weather inspection reroute
SHP0026814,Los Angeles,Miami,Ground,Mercury,2024-03-03 07:00:00,2024-03-10 02:54:00,Standard,No,No,576.5,8.01,10.9,No,992.04,48.56,1040.6,dock damaged weather inspection weather dock weather priority customs damaged weather
SHP0008513,Chicago,Portland,Ground,BlueLine,2024-10-13 07:00:00,2024-10-15 09:24:00,Standard,No,No,1946.4,3.51,15.4,No,921.31,96.74,1018.05,inspection weather inspection handoff customs handoff customs damaged
SHP0008381,Chicago,Miami,Ground,SwiftRoute,2024-11-13 13:00:00,2024-11-17 02:00:00,Standard,No,No,860.6,2.19,0.0,Yes,1121.57,31.3,1152.87,customs temperature reroute priority customs reroute temperature handoff handoff dock inspection inspection
SHP0033437,Seattle,Portland,Ground,Mercury,2024-01-21 02:00:00,2024-01-25 12:42:00,Standard,No,No,1230.8,2.32,10.7,No,1075.61,16.87,1092.48,inspection customs handoff reroute customs priority weather reroute inspection inspection
SHP0011028,Newark,Nashville,Ground,NorthStar,2024-02-06 13:00:00,2024-02-12 00:12:00,Standard,No,No,648.2,3.34,0.2,Yes,639.98,104.83,744.81,customs dock handoff weather temperature temperature damaged temperature reroute reroute damaged
SHP0037313,Atlanta,Boston,Ground,NorthStar,2024-11-15 04:00:00,2024-11-20 11:00:00,Standard,No,No,474.6,2.87,0.0,Yes,288.34,1.58,289.92,customs dock reroute temperature temperature weather inspection temperature damaged
