TRANSACTION_ID,STORE_ID,STORE_NAME,REGION,PRODUCT_ID,PRODUCT_NAME,CATEGORY,UNITS_SOLD,UNIT_PRICE,REVENUE,SALE_DATE,SALES_REP_ID
SPG-00188,S-009,Magnolia Active,Southeast,P-SPG-01-02,Fleece Vest,Apparel,13,127.43,1656.59,2024-08-25,REP-S-009-04
SPG-00189,S-006,Bayou Fitness,Southeast,P-SPG-02-02,Treadmill T500,Equipment,1,355.39,355.39,2024-07-30,REP-S-006-01
SPG-00190,S-014,River Trail Gear,Midwest,P-SPG-01-02,Fleece Vest,Apparel,9,93.99,845.91,2024-11-26,REP-S-014-03
SPG-00191,S-004,Harbor Run,Northeast,P-SPG-01-01,Rain Shell,Apparel,1,133.44,133.44,2024-12-26,REP-S-004-02
SPG-00192,S-003,Summit Sports,Northeast,P-SPG-04-02,Electrolyte Mix,Nutrition,61,51.35,3132.35,2024-07-21,REP-S-003-03
SPG-00193,S-018,Canyon Sports,West,P-SPG-03-07,Ankle Brace,Accessories,18,5.94,106.92,2024-01-04,REP-S-018-03
SPG-00194,S-011,Lakeside Sports,Midwest,P-SPG-02-03,Weight Set Pro,Equipment,5,396.46,1982.3,2024-07-10,REP-S-011-04
SPG-00195,S-007,Gulf Coast Gear,Southeast,P-SPG-04-01,Energy Gel Pack,Nutrition,10,22.78,227.8,2024-04-24,REP-S-007-01
SPG-00196,S-019,Coastal Outfitters,West,P-SPG-00-03,Sprint Elite,Footwear,46,246.84,11354.64,2024-09-16,REP-S-019-03
SPG-00197,S-010,Delta Outfitters,Southeast,P-SPG-02-02,Treadmill T500,Equipment,12,555.88,6670.56,2024-05-25,REP-S-010-01
SPG-00198,S-005,Evergreen Athletics,Northeast,P-SPG-04-04,BCAAs,Nutrition,6,41.21,247.26,2024-05-17,REP-S-005-04
SPG-00199,S-014,River Trail Gear,Midwest,P-SPG-00-02,Hiker Pro,Footwear,18,196.25,3532.5,2024-12-03,REP-S-014-02
SPG-00200,S-013,Heartland Fitness,Midwest,P-SPG-04-01,Energy Gel Pack,Nutrition,13,40.36,524.68,2024-05-15,REP-S-013-01
SPG-00201,S-004,Harbor Run,Northeast,P-SPG-03-03,Resistance Bands,Accessories,7,79.41,555.87,2024-06-06,REP-S-004-03
SPG-00202,S-006,Bayou Fitness,Southeast,P-SPG-01-03,Running Short,Apparel,14,85.36,1195.04,2024-07-31,REP-S-006-02
SPG-00203,S-014,River Trail Gear,Midwest,P-SPG-04-02,Electrolyte Mix,Nutrition,11,48.52,533.72,2024-12-10,REP-S-014-01
SPG-00204,S-011,Lakeside Sports,Midwest,P-SPG-04-04,BCAAs,Nutrition,18,29.61,532.98,2024-05-03,REP-S-011-04
SPG-00205,S-016,Pacific Surf & Sport,West,P-SPG-03-04,Sport Towel,Accessories,15,16.77,251.55,2024-01-03,REP-S-016-02
SPG-00206,S-013,Heartland Fitness,Midwest,P-SPG-02-00,Carbon Bike,Equipment,18,672.4,12103.2,2024-07-31,REP-S-013-04
SPG-00207,S-006,Bayou Fitness,Southeast,P-SPG-00-03,Sprint Elite,Footwear,15,177.15,2657.25,2024-01-17,REP-S-006-04
SPG-00208,S-014,River Trail Gear,Midwest,P-SPG-01-00,Compression Tee,Apparel,20,55.87,1117.4,2024-01-08,REP-S-014-01
SPG-00209,S-020,Mountain Peak Gear,West,P-SPG-04-03,Recovery Bar,Nutrition,1,26.25,26.25,2024-01-14,REP-S-020-02
SPG-00210,S-006,Bayou Fitness,Southeast,P-SPG-04-03,Recovery Bar,Nutrition,2,57.59,115.18,2024-03-19,REP-S-006-01
SPG-00211,S-020,Mountain Peak Gear,West,P-SPG-03-08,Jump Rope,Accessories,17,69.76,1185.92,2024-07-10,REP-S-020-02
SPG-00212,S-015,Crossroads Sports,Midwest,P-SPG-02-01,Kayak Explorer,Equipment,6,404.13,2424.78,2024-09-22,REP-S-015-02
SPG-00213,S-011,Lakeside Sports,Midwest,P-SPG-01-02,Fleece Vest,Apparel,3,163.11,489.33,2024-11-03,REP-S-011-02
SPG-00214,S-019,Coastal Outfitters,West,P-SPG-03-07,Ankle Brace,Accessories,23,56.28,1294.44,2024-06-11,REP-S-019-02
SPG-00215,S-006,Bayou Fitness,Southeast,P-SPG-03-08,Jump Rope,Accessories,3,65.28,195.84,2024-06-20,REP-S-006-03
SPG-00216,S-006,Bayou Fitness,Southeast,P-SPG-01-03,Running Short,Apparel,2,21.1,42.2,2024-03-28,REP-S-006-01
SPG-00217,S-014,River Trail Gear,Midwest,P-SPG-04-03,Recovery Bar,Nutrition,13,13.52,175.76,2024-10-19,REP-S-014-04
SPG-00218,S-009,Magnolia Active,Southeast,P-SPG-04-00,Whey Protein,Nutrition,16,42.35,677.6,2024-08-08,REP-S-009-01
SPG-00219,S-015,Crossroads Sports,Midwest,P-SPG-03-00,Water Bottle,Accessories,10,65.87,658.7,2024-05-03,REP-S-015-01
SPG-00220,S-012,Prairie Athletics,Midwest,P-SPG-03-08,Jump Rope,Accessories,15,37.14,557.1,2024-10-11,REP-S-012-01
SPG-00221,S-004,Harbor Run,Northeast,P-SPG-01-02,Fleece Vest,Apparel,19,140.57,2670.83,2024-07-19,REP-S-004-01
SPG-00222,S-006,Bayou Fitness,Southeast,P-SPG-02-03,Weight Set Pro,Equipment,9,156.46,1408.14,2024-04-08,REP-S-006-02
SPG-00223,S-016,Pacific Surf & Sport,West,P-SPG-01-02,Fleece Vest,Apparel,4,72.8,291.2,2024-11-11,REP-S-016-01
SPG-00224,S-015,Crossroads Sports,Midwest,P-SPG-03-03,Resistance Bands,Accessories,9,30.68,276.12,2024-11-25,REP-S-015-04
SPG-00225,S-011,Lakeside Sports,Midwest,P-SPG-03-04,Sport Towel,Accessories,19,25.65,487.35,2024-07-20,REP-S-011-01
SPG-00226,S-005,Evergreen Athletics,Northeast,P-SPG-01-04,Base Layer,Apparel,10,24.15,241.5,2024-01-27,REP-S-005-03
SPG-00227,S-019,Coastal Outfitters,West,P-SPG-02-02,Treadmill T500,Equipment,26,758.59,19723.34,2024-10-22,REP-S-019-03
SPG-00228,S-016,Pacific Surf & Sport,West,P-SPG-03-04,Sport Towel,Accessories,5,60.78,303.9,2024-08-07,REP-S-016-02
SPG-00229,S-005,Evergreen Athletics,Northeast,P-SPG-04-02,Electrolyte Mix,Nutrition,13,22.87,297.31,2024-03-06,REP-S-005-02
SPG-00230,S-001,Alpine Outfitters,Northeast,P-SPG-01-04,Base Layer,Apparel,10,43.74,437.4,2024-11-21,REP-S-001-01
SPG-00231,S-009,Magnolia Active,Southeast,P-SPG-02-04,Climbing Pack,Equipment,13,354.38,4606.94,2024-07-18,REP-S-009-02
SPG-00232,S-012,Prairie Athletics,Midwest,P-SPG-01-04,Base Layer,Apparel,17,70.29,1194.93,2024-03-29,REP-S-012-03
SPG-00233,S-013,Heartland Fitness,Midwest,P-SPG-03-02,Yoga Mat,Accessories,17,41.15,699.55,2024-07-25,REP-S-013-04
SPG-00234,S-013,Heartland Fitness,Midwest,P-SPG-00-00,Trail Runner X,Footwear,11,87.21,959.31,2024-06-11,REP-S-013-02
SPG-00235,S-008,Palmetto Sports,Southeast,P-SPG-01-02,Fleece Vest,Apparel,16,144.48,2311.68,2024-09-21,REP-S-008-01
SPG-00236,S-007,Gulf Coast Gear,Southeast,P-SPG-02-03,Weight Set Pro,Equipment,12,477.06,5724.72,2024-03-22,REP-S-007-01
SPG-00237,S-017,Redwood Athletics,West,P-SPG-01-01,Rain Shell,Apparel,12,126.28,1515.36,2024-08-11,REP-S-017-04
SPG-00238,S-004,Harbor Run,Northeast,P-SPG-02-04,Climbing Pack,Equipment,3,253.61,760.83,2024-04-28,REP-S-004-01
SPG-00239,S-002,Trailhead NE,Northeast,P-SPG-03-09,Foam Roller,Accessories,17,23.6,401.2,2024-02-20,REP-S-002-03
SPG-00240,S-006,Bayou Fitness,Southeast,P-SPG-01-01,Rain Shell,Apparel,12,48.39,580.68,2024-12-29,REP-S-006-03
SPG-00241,S-018,Canyon Sports,West,P-SPG-02-00,Carbon Bike,Equipment,7,600.0,4200.0,2024-03-05,REP-S-018-01
SPG-00242,S-005,Evergreen Athletics,Northeast,P-SPG-04-02,Electrolyte Mix,Nutrition,2,20.39,40.78,2024-09-15,REP-S-005-02
SPG-00243,S-019,Coastal Outfitters,West,P-SPG-04-03,Recovery Bar,Nutrition,50,14.91,745.5,2024-03-01,REP-S-019-01
SPG-00244,S-011,Lakeside Sports,Midwest,P-SPG-00-01,Court Ace,Footwear,16,64.45,1031.2,2024-11-19,REP-S-011-01
SPG-00245,S-016,Pacific Surf & Sport,West,P-SPG-01-00,Compression Tee,Apparel,18,114.3,2057.4,2024-10-22,REP-S-016-04
SPG-00246,S-010,Delta Outfitters,Southeast,P-SPG-04-00,Whey Protein,Nutrition,15,31.49,472.35,2024-07-19,REP-S-010-01
SPG-00247,S-015,Crossroads Sports,Midwest,P-SPG-01-04,Base Layer,Apparel,20,140.89,2817.8,2024-11-17,REP-S-015-01
SPG-00248,S-009,Magnolia Active,Southeast,P-SPG-03-09,Foam Roller,Accessories,7,41.95,293.65,2024-05-13,REP-S-009-02
SPG-00249,S-011,Lakeside Sports,Midwest,P-SPG-04-03,Recovery Bar,Nutrition,17,24.19,411.23,2024-10-10,REP-S-011-03
SPG-00250,S-009,Magnolia Active,Southeast,P-SPG-04-01,Energy Gel Pack,Nutrition,9,23.76,213.84,2024-03-22,REP-S-009-03
SPG-00251,S-015,Crossroads Sports,Midwest,P-SPG-00-01,Court Ace,Footwear,16,41.37,661.92,2024-06-14,REP-S-015-04
SPG-00252,S-016,Pacific Surf & Sport,West,P-SPG-01-01,Rain Shell,Apparel,3,141.67,425.01,2024-04-14,REP-S-016-03
SPG-00253,S-004,Harbor Run,Northeast,P-SPG-03-05,Grip Tape,Accessories,18,66.69,1200.42,2024-02-17,REP-S-004-02
SPG-00254,S-004,Harbor Run,Northeast,P-SPG-01-01,Rain Shell,Apparel,10,100.28,1002.8,2024-02-17,REP-S-004-03
SPG-00255,S-017,Redwood Athletics,West,P-SPG-03-01,Fitness Band,Accessories,10,74.57,745.7,2024-01-14,REP-S-017-02
SPG-00256,S-019,Coastal Outfitters,West,P-SPG-01-02,Fleece Vest,Apparel,17,50.7,861.9,2024-08-11,REP-S-019-02
SPG-00257,S-006,Bayou Fitness,Southeast,P-SPG-04-01,Energy Gel Pack,Nutrition,9,57.84,520.56,2024-01-06,REP-S-006-04
SPG-00258,S-020,Mountain Peak Gear,West,P-SPG-03-04,Sport Towel,Accessories,8,74.96,599.68,2024-11-17,REP-S-020-04
SPG-00259,S-010,Delta Outfitters,Southeast,P-SPG-02-01,Kayak Explorer,Equipment,8,300.29,2402.32,2024-10-30,REP-S-010-03
SPG-00260,S-011,Lakeside Sports,Midwest,P-SPG-03-04,Sport Towel,Accessories,14,47.25,661.5,2024-03-19,REP-S-011-04
SPG-00261,S-001,Alpine Outfitters,Northeast,P-SPG-03-00,Water Bottle,Accessories,14,31.52,441.28,2024-01-15,REP-S-001-02
SPG-00262,S-015,Crossroads Sports,Midwest,P-SPG-02-00,Carbon Bike,Equipment,7,206.46,1445.22,2024-11-12,REP-S-015-03
SPG-00263,S-010,Delta Outfitters,Southeast,P-SPG-02-00,Carbon Bike,Equipment,9,370.62,3335.58,2024-12-28,REP-S-010-04
SPG-00264,S-011,Lakeside Sports,Midwest,P-SPG-04-04,BCAAs,Nutrition,7,49.87,349.09,2024-10-05,REP-S-011-04
SPG-00265,S-009,Magnolia Active,Southeast,P-SPG-00-00,Trail Runner X,Footwear,6,73.69,442.14,2024-02-10,REP-S-009-04
SPG-00266,S-019,Coastal Outfitters,West,P-SPG-03-00,Water Bottle,Accessories,44,56.59,2489.96,2024-10-19,REP-S-019-04
SPG-00267,S-008,Palmetto Sports,Southeast,P-SPG-02-04,Climbing Pack,Equipment,15,331.26,4968.9,2024-07-14,REP-S-008-01
SPG-00268,S-002,Trailhead NE,Northeast,P-SPG-02-02,Treadmill T500,Equipment,18,327.09,5887.62,2024-01-13,REP-S-002-03
SPG-00269,S-004,Harbor Run,Northeast,P-SPG-03-02,Yoga Mat,Accessories,3,29.34,88.02,2024-03-07,REP-S-004-04
SPG-00270,S-005,Evergreen Athletics,Northeast,P-SPG-01-04,Base Layer,Apparel,10,111.85,1118.5,2024-08-20,REP-S-005-01
SPG-00271,S-015,Crossroads Sports,Midwest,P-SPG-01-02,Fleece Vest,Apparel,19,107.45,2041.55,2024-11-20,REP-S-015-03
SPG-00272,S-018,Canyon Sports,West,P-SPG-04-02,Electrolyte Mix,Nutrition,1,17.02,17.02,2024-11-19,REP-S-018-01
SPG-00273,S-011,Lakeside Sports,Midwest,P-SPG-02-03,Weight Set Pro,Equipment,7,188.11,1316.77,2024-07-02,REP-S-011-04
SPG-00274,S-008,Palmetto Sports,Southeast,P-SPG-03-05,Grip Tape,Accessories,9,19.92,179.28,2024-04-05,REP-S-008-03
SPG-00275,S-009,Magnolia Active,Southeast,P-SPG-04-00,Whey Protein,Nutrition,4,15.96,63.84,2024-05-02,REP-S-009-04
SPG-00276,S-014,River Trail Gear,Midwest,P-SPG-03-07,Ankle Brace,Accessories,2,67.38,134.76,2024-11-30,REP-S-014-01
SPG-00277,S-017,Redwood Athletics,West,P-SPG-02-00,Carbon Bike,Equipment,19,377.91,7180.29,2024-04-23,REP-S-017-01
SPG-00278,S-017,Redwood Athletics,West,P-SPG-02-04,Climbing Pack,Equipment,16,261.98,4191.68,2024-06-01,REP-S-017-03
SPG-00279,S-003,Summit Sports,Northeast,P-SPG-00-04,Cross Train V2,Footwear,9,244.59,2201.31,2024-04-09,REP-S-003-02
SPG-00280,S-017,Redwood Athletics,West,P-SPG-00-04,Cross Train V2,Footwear,15,168.11,2521.65,2024-10-01,REP-S-017-02
SPG-00281,S-003,Summit Sports,Northeast,P-SPG-03-04,Sport Towel,Accessories,50,38.85,1942.5,2024-05-05,REP-S-003-02
SPG-00282,S-011,Lakeside Sports,Midwest,P-SPG-00-01,Court Ace,Footwear,19,111.36,2115.84,2024-07-12,REP-S-011-04
SPG-00283,S-001,Alpine Outfitters,Northeast,P-SPG-03-09,Foam Roller,Accessories,10,5.48,54.8,2024-05-13,REP-S-001-04
SPG-00284,S-001,Alpine Outfitters,Northeast,P-SPG-00-01,Court Ace,Footwear,11,129.7,1426.7,2024-12-03,REP-S-001-03
SPG-00285,S-008,Palmetto Sports,Southeast,P-SPG-04-02,Electrolyte Mix,Nutrition,14,32.89,460.46,2024-01-27,REP-S-008-02
SPG-00286,S-019,Coastal Outfitters,West,P-SPG-02-04,Climbing Pack,Equipment,13,191.64,2491.32,2024-05-20,REP-S-019-03
SPG-00287,S-006,Bayou Fitness,Southeast,P-SPG-00-00,Trail Runner X,Footwear,14,166.4,2329.6,2024-02-12,REP-S-006-01
SPG-00288,S-005,Evergreen Athletics,Northeast,P-SPG-04-02,Electrolyte Mix,Nutrition,3,26.37,79.11,2024-03-14,REP-S-005-03
SPG-00289,S-008,Palmetto Sports,Southeast,P-SPG-01-01,Rain Shell,Apparel,8,46.13,369.04,2024-11-17,REP-S-008-03
SPG-00290,S-008,Palmetto Sports,Southeast,P-SPG-01-02,Fleece Vest,Apparel,1,41.97,41.97,2024-01-12,REP-S-008-04
SPG-00291,S-004,Harbor Run,Northeast,P-SPG-03-00,Water Bottle,Accessories,15,70.06,1050.9,2024-11-22,REP-S-004-02
SPG-00292,S-013,Heartland Fitness,Midwest,P-SPG-00-03,Sprint Elite,Footwear,15,123.83,1857.45,2024-10-23,REP-S-013-02
SPG-00293,S-013,Heartland Fitness,Midwest,P-SPG-04-00,Whey Protein,Nutrition,3,58.46,175.38,2024-02-22,REP-S-013-01
SPG-00294,S-006,Bayou Fitness,Southeast,P-SPG-01-00,Compression Tee,Apparel,13,138.5,1800.5,2024-02-26,REP-S-006-03
SPG-00295,S-011,Lakeside Sports,Midwest,P-SPG-03-03,Resistance Bands,Accessories,7,78.89,552.23,2024-08-23,REP-S-011-03
SPG-00296,S-016,Pacific Surf & Sport,West,P-SPG-02-04,Climbing Pack,Equipment,4,758.67,3034.68,2024-11-01,REP-S-016-01
SPG-00297,S-001,Alpine Outfitters,Northeast,P-SPG-03-06,Swim Goggles,Accessories,13,77.12,1002.56,2024-03-03,REP-S-001-01
SPG-00298,S-012,Prairie Athletics,Midwest,P-SPG-02-02,Treadmill T500,Equipment,3,375.61,1126.83,2024-02-24,REP-S-012-03
SPG-00299,S-008,Palmetto Sports,Southeast,P-SPG-00-03,Sprint Elite,Footwear,13,43.33,563.29,2024-03-13,REP-S-008-03
SPG-00300,S-011,Lakeside Sports,Midwest,P-SPG-00-01,Court Ace,Footwear,8,77.25,618.0,2024-05-24,REP-S-011-01
SPG-00301,S-005,Evergreen Athletics,Northeast,P-SPG-04-01,Energy Gel Pack,Nutrition,5,44.75,223.75,2024-05-14,REP-S-005-01
SPG-00302,S-002,Trailhead NE,Northeast,P-SPG-04-01,Energy Gel Pack,Nutrition,10,28.59,285.9,2024-04-02,REP-S-002-04
SPG-00303,S-006,Bayou Fitness,Southeast,P-SPG-03-02,Yoga Mat,Accessories,4,75.22,300.88,2024-02-17,REP-S-006-02
SPG-00304,S-006,Bayou Fitness,Southeast,P-SPG-02-00,Carbon Bike,Equipment,4,72.49,289.96,2024-02-09,REP-S-006-02
SPG-00305,S-010,Delta Outfitters,Southeast,P-SPG-03-05,Grip Tape,Accessories,7,51.64,361.48,2024-09-10,REP-S-010-01
SPG-00306,S-001,Alpine Outfitters,Northeast,P-SPG-02-00,Carbon Bike,Equipment,16,75.67,1210.72,2024-07-04,REP-S-001-02
SPG-00307,S-014,River Trail Gear,Midwest,P-SPG-00-04,Cross Train V2,Footwear,13,200.13,2601.69,2024-04-16,REP-S-014-02
SPG-00308,S-006,Bayou Fitness,Southeast,P-SPG-00-00,Trail Runner X,Footwear,9,228.41,2055.69,2024-07-19,REP-S-006-01
SPG-00309,S-014,River Trail Gear,Midwest,P-SPG-00-00,Trail Runner X,Footwear,16,137.53,2200.48,2024-02-21,REP-S-014-04
SPG-00310,S-018,Canyon Sports,West,P-SPG-03-02,Yoga Mat,Accessories,20,65.71,1314.2,2024-09-08,REP-S-018-01
SPG-00311,S-010,Delta Outfitters,Southeast,P-SPG-03-07,Ankle Brace,Accessories,7,14.61,102.27,2024-01-12,REP-S-010-03
SPG-00312,S-020,Mountain Peak Gear,West,P-SPG-00-03,Sprint Elite,Footwear,16,197.23,3155.68,2024-07-30,REP-S-020-02
SPG-00313,S-005,Evergreen Athletics,Northeast,P-SPG-01-04,Base Layer,Apparel,5,148.87,744.35,2024-02-07,REP-S-005-02
SPG-00314,S-008,Palmetto Sports,Southeast,P-SPG-00-00,Trail Runner X,Footwear,10,99.28,992.8,2024-09-06,REP-S-008-01
SPG-00315,S-008,Palmetto Sports,Southeast,P-SPG-01-02,Fleece Vest,Apparel,4,136.8,547.2,2024-11-16,REP-S-008-03
SPG-00316,S-011,Lakeside Sports,Midwest,P-SPG-03-09,Foam Roller,Accessories,17,43.77,744.09,2024-02-09,REP-S-011-03
SPG-00317,S-005,Evergreen Athletics,Northeast,P-SPG-02-03,Weight Set Pro,Equipment,12,545.9,6550.8,2024-04-17,REP-S-005-01
SPG-00318,S-013,Heartland Fitness,Midwest,P-SPG-00-01,Court Ace,Footwear,6,43.01,258.06,2024-12-17,REP-S-013-01
SPG-00319,S-008,Palmetto Sports,Southeast,P-SPG-01-03,Running Short,Apparel,9,21.87,196.83,2024-08-02,REP-S-008-04
SPG-00320,S-016,Pacific Surf & Sport,West,P-SPG-02-01,Kayak Explorer,Equipment,19,354.24,6730.56,2024-07-11,REP-S-016-02
SPG-00321,S-015,Crossroads Sports,Midwest,P-SPG-04-02,Electrolyte Mix,Nutrition,18,31.99,575.82,2024-06-09,REP-S-015-03
SPG-00322,S-017,Redwood Athletics,West,P-SPG-02-02,Treadmill T500,Equipment,6,241.46,1448.76,2024-11-20,REP-S-017-04
SPG-00323,S-018,Canyon Sports,West,P-SPG-03-01,Fitness Band,Accessories,11,62.25,684.75,2024-08-18,REP-S-018-03
SPG-00324,S-003,Summit Sports,Northeast,P-SPG-02-03,Weight Set Pro,Equipment,2,773.57,1547.14,2024-03-23,REP-S-003-02
SPG-00325,S-015,Crossroads Sports,Midwest,P-SPG-00-00,Trail Runner X,Footwear,18,189.67,3414.06,2024-04-02,REP-S-015-02
SPG-00326,S-012,Prairie Athletics,Midwest,P-SPG-02-03,Weight Set Pro,Equipment,14,464.97,6509.58,2024-06-01,REP-S-012-01
SPG-00327,S-017,Redwood Athletics,West,P-SPG-01-03,Running Short,Apparel,17,51.18,870.06,2024-01-06,REP-S-017-02
SPG-00328,S-001,Alpine Outfitters,Northeast,P-SPG-01-02,Fleece Vest,Apparel,17,116.15,1974.55,2024-04-01,REP-S-001-02
SPG-00329,S-019,Coastal Outfitters,West,P-SPG-04-04,BCAAs,Nutrition,5,50.01,250.05,2024-12-03,REP-S-019-02
SPG-00330,S-017,Redwood Athletics,West,P-SPG-01-02,Fleece Vest,Apparel,6,36.02,216.12,2024-10-17,REP-S-017-02
SPG-00331,S-020,Mountain Peak Gear,West,P-SPG-01-01,Rain Shell,Apparel,18,170.75,3073.5,2024-11-19,REP-S-020-04
SPG-00332,S-007,Gulf Coast Gear,Southeast,P-SPG-02-00,Carbon Bike,Equipment,10,272.37,2723.7,2024-11-06,REP-S-007-04
SPG-00333,S-016,Pacific Surf & Sport,West,P-SPG-03-05,Grip Tape,Accessories,5,59.12,295.6,2024-01-17,REP-S-016-03
SPG-00334,S-001,Alpine Outfitters,Northeast,P-SPG-00-02,Hiker Pro,Footwear,18,180.31,3245.58,2024-03-01,REP-S-001-02
SPG-00335,S-020,Mountain Peak Gear,West,P-SPG-04-00,Whey Protein,Nutrition,2,47.76,95.52,2024-06-24,REP-S-020-02
SPG-00336,S-005,Evergreen Athletics,Northeast,P-SPG-03-02,Yoga Mat,Accessories,8,34.34,274.72,2024-06-26,REP-S-005-02
SPG-00337,S-014,River Trail Gear,Midwest,P-SPG-03-09,Foam Roller,Accessories,7,23.64,165.48,2024-09-04,REP-S-014-03
SPG-00338,S-003,Summit Sports,Northeast,P-SPG-01-02,Fleece Vest,Apparel,13,162.82,2116.66,2024-11-10,REP-S-003-02
SPG-00339,S-007,Gulf Coast Gear,Southeast,P-SPG-03-02,Yoga Mat,Accessories,7,62.04,434.28,2024-11-03,REP-S-007-01
SPG-00340,S-004,Harbor Run,Northeast,P-SPG-04-02,Electrolyte Mix,Nutrition,17,15.13,257.21,2024-10-06,REP-S-004-04
SPG-00341,S-008,Palmetto Sports,Southeast,P-SPG-03-04,Sport Towel,Accessories,3,45.59,136.77,2024-01-03,REP-S-008-04
SPG-00342,S-005,Evergreen Athletics,Northeast,P-SPG-00-02,Hiker Pro,Footwear,9,239.39,2154.51,2024-03-22,REP-S-005-01
SPG-00343,S-013,Heartland Fitness,Midwest,P-SPG-02-00,Carbon Bike,Equipment,15,369.43,5541.45,2024-09-24,REP-S-013-02
SPG-00344,S-016,Pacific Surf & Sport,West,P-SPG-02-01,Kayak Explorer,Equipment,17,127.29,2163.93,2024-05-10,REP-S-016-03
SPG-00345,S-008,Palmetto Sports,Southeast,P-SPG-03-06,Swim Goggles,Accessories,11,9.25,101.75,2024-03-03,REP-S-008-01
SPG-00346,S-009,Magnolia Active,Southeast,P-SPG-02-02,Treadmill T500,Equipment,13,296.62,3856.06,2024-04-08,REP-S-009-03
SPG-00347,S-012,Prairie Athletics,Midwest,P-SPG-00-00,Trail Runner X,Footwear,4,189.75,759.0,2024-11-06,REP-S-012-04
SPG-00348,S-008,Palmetto Sports,Southeast,P-SPG-04-03,Recovery Bar,Nutrition,6,39.55,237.3,2024-01-16,REP-S-008-03
SPG-00349,S-004,Harbor Run,Northeast,P-SPG-03-08,Jump Rope,Accessories,20,67.81,1356.2,2024-10-01,REP-S-004-04
SPG-00350,S-020,Mountain Peak Gear,West,P-SPG-04-03,Recovery Bar,Nutrition,2,40.08,80.16,2024-01-12,REP-S-020-01
SPG-00351,S-019,Coastal Outfitters,West,P-SPG-00-00,Trail Runner X,Footwear,25,115.75,2893.75,2024-09-22,REP-S-019-04
SPG-00352,S-013,Heartland Fitness,Midwest,P-SPG-00-02,Hiker Pro,Footwear,15,218.97,3284.55,2024-09-19,REP-S-013-01
SPG-00353,S-013,Heartland Fitness,Midwest,P-SPG-03-00,Water Bottle,Accessories,7,47.52,332.64,2024-03-19,REP-S-013-01
SPG-00354,S-011,Lakeside Sports,Midwest,P-SPG-00-02,Hiker Pro,Footwear,14,208.4,2917.6,2024-04-20,REP-S-011-04
SPG-00355,S-009,Magnolia Active,Southeast,P-SPG-02-02,Treadmill T500,Equipment,9,780.18,7021.62,2024-07-05,REP-S-009-02
SPG-00356,S-009,Magnolia Active,Southeast,P-SPG-03-00,Water Bottle,Accessories,9,39.37,354.33,2024-02-28,REP-S-009-03
SPG-00357,S-006,Bayou Fitness,Southeast,P-SPG-01-04,Base Layer,Apparel,14,123.73,1732.22,2024-04-21,REP-S-006-04
SPG-00358,S-012,Prairie Athletics,Midwest,P-SPG-01-03,Running Short,Apparel,3,73.4,220.2,2024-01-16,REP-S-012-02
SPG-00359,S-011,Lakeside Sports,Midwest,P-SPG-02-00,Carbon Bike,Equipment,3,529.59,1588.77,2024-06-16,REP-S-011-03
SPG-00360,S-020,Mountain Peak Gear,West,P-SPG-03-02,Yoga Mat,Accessories,13,20.16,262.08,2024-03-11,REP-S-020-04
SPG-00361,S-012,Prairie Athletics,Midwest,P-SPG-02-03,Weight Set Pro,Equipment,12,616.08,7392.96,2024-04-22,REP-S-012-02
SPG-00362,S-011,Lakeside Sports,Midwest,P-SPG-00-00,Trail Runner X,Footwear,7,162.19,1135.33,2024-02-12,REP-S-011-03
SPG-00363,S-018,Canyon Sports,West,P-SPG-04-01,Energy Gel Pack,Nutrition,13,40.92,531.96,2024-12-20,REP-S-018-01
SPG-00364,S-007,Gulf Coast Gear,Southeast,P-SPG-00-00,Trail Runner X,Footwear,16,232.09,3713.44,2024-03-05,REP-S-007-04
SPG-00365,S-009,Magnolia Active,Southeast,P-SPG-01-02,Fleece Vest,Apparel,14,76.61,1072.54,2024-05-17,REP-S-009-02
SPG-00366,S-013,Heartland Fitness,Midwest,P-SPG-00-02,Hiker Pro,Footwear,20,159.72,3194.4,2024-05-20,REP-S-013-01
SPG-00367,S-011,Lakeside Sports,Midwest,P-SPG-01-03,Running Short,Apparel,2,59.34,118.68,2024-09-03,REP-S-011-02
SPG-00368,S-009,Magnolia Active,Southeast,P-SPG-00-03,Sprint Elite,Footwear,6,214.98,1289.88,2024-04-12,REP-S-009-02
SPG-00369,S-008,Palmetto Sports,Southeast,P-SPG-01-03,Running Short,Apparel,5,43.26,216.3,2024-02-17,REP-S-008-03
SPG-00370,S-008,Palmetto Sports,Southeast,P-SPG-00-04,Cross Train V2,Footwear,13,215.97,2807.61,2024-06-27,REP-S-008-04
SPG-00371,S-018,Canyon Sports,West,P-SPG-04-04,BCAAs,Nutrition,7,30.62,214.34,2024-12-28,REP-S-018-04
SPG-00372,S-019,Coastal Outfitters,West,P-SPG-03-04,Sport Towel,Accessories,33,65.26,2153.58,2024-10-09,REP-S-019-03
SPG-00373,S-012,Prairie Athletics,Midwest,P-SPG-01-02,Fleece Vest,Apparel,18,77.13,1388.34,2024-11-29,REP-S-012-02
SPG-00374,S-011,Lakeside Sports,Midwest,P-SPG-01-04,Base Layer,Apparel,19,40.6,771.4,2024-05-30,REP-S-011-04
SPG-00375,S-018,Canyon Sports,West,P-SPG-02-00,Carbon Bike,Equipment,20,220.87,4417.4,2024-08-27,REP-S-018-03
